"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
0,0.0013,0.812,0.2623,5e-04,8e-04,0.0018,0.0012,7e-04,6e-04,0.1042
2e-04,8e-04,0.8159,0.2557,5e-04,8e-04,0.0013,1e-04,7e-04,0.0011,0.0913
1e-04,4e-04,0.7987,0.2512,2e-04,8e-04,3e-04,1e-04,2e-04,4e-04,0.0995
9e-04,9e-04,0.803,0.2421,3e-04,0.0024,8e-04,5e-04,0.001,4e-04,0.0865
0,3e-04,0.7986,0.2482,2e-04,0.001,9e-04,3e-04,5e-04,4e-04,0.0835
0,1e-04,0.8062,0.2553,0,Inf,6e-04,1e-04,4e-04,6e-04,0.0939
0,4e-04,0.822,0.2582,3e-04,5e-04,0.0013,4e-04,0.0011,2e-04,0.0899
6e-04,9e-04,0.8341,0.2745,3e-04,5e-04,7e-04,2e-04,0.0011,6e-04,0.0907
0,9e-04,0.8142,0.2598,2e-04,0.0026,7e-04,2e-04,6e-04,1e-04,0.1
3e-04,6e-04,0.769,0.2425,0,9e-04,8e-04,2e-04,4e-04,5e-04,0.0872
3e-04,5e-04,0.8185,0.2596,9e-04,0.001,9e-04,3e-04,0.0014,2e-04,0.098
0,7e-04,0.8045,0.2541,1e-04,8e-04,4e-04,1e-04,3e-04,0.0011,0.0913
0,1e-04,0.7916,0.2466,1e-04,8e-04,5e-04,4e-04,9e-04,4e-04,0.0865
0,0.0015,0.8268,0.2677,0.001,0.0011,0.0019,8e-04,5e-04,4e-04,0.0994
0,7e-04,0.7877,0.2575,3e-04,7e-04,7e-04,3e-04,6e-04,4e-04,0.097
1e-04,6e-04,0.7852,0.2526,6e-04,6e-04,0.0013,6e-04,5e-04,9e-04,0.0826
0,2e-04,0.8231,0.2569,5e-04,0.001,0.001,3e-04,0.001,5e-04,0.0929
2e-04,5e-04,0.8041,0.265,3e-04,7e-04,8e-04,6e-04,0.001,5e-04,0.0956
1e-04,0.0013,0.7939,0.2565,4e-04,Inf,0.0022,4e-04,2e-04,4e-04,0.0918
2e-04,0.001,0.7933,0.2598,2e-04,Inf,0.0011,4e-04,6e-04,6e-04,0.0891
2e-04,0.0013,0.7889,0.26,5e-04,Inf,5e-04,2e-04,7e-04,9e-04,0.0954
0,5e-04,0.8176,0.2571,8e-04,0.0013,0.0019,5e-04,0.0013,1e-04,0.0907
2e-04,0.001,0.7951,0.2598,8e-04,6e-04,0.0014,7e-04,4e-04,6e-04,0.0999
2e-04,0.0014,0.7761,0.2504,0.0017,1e-04,0.0022,0.0011,0.0025,0.0014,0.0822
2e-04,8e-04,0.8248,0.2692,7e-04,0.0011,0.0013,4e-04,6e-04,0.0011,0.0994
1e-04,0.0013,0.7797,0.2567,6e-04,0.001,0.0012,0.001,9e-04,5e-04,0.1008
2e-04,5e-04,0.7857,0.2464,3e-04,0.001,8e-04,3e-04,6e-04,0,0.0865
1e-04,8e-04,0.8077,0.2478,1e-04,6e-04,6e-04,2e-04,0.001,2e-04,0.0903
0,4e-04,0.7842,0.2427,1e-04,6e-04,0.0021,7e-04,6e-04,2e-04,0.0867
0,7e-04,0.79,0.2482,5e-04,Inf,0.001,3e-04,7e-04,3e-04,0.0905
0,9e-04,0.7857,0.2571,2e-04,0.001,5e-04,2e-04,5e-04,3e-04,0.0874
0,8e-04,0.8239,0.2704,0.001,0.0022,0.0013,5e-04,8e-04,4e-04,0.0972
0,5e-04,0.8097,0.2547,1e-04,7e-04,0.0012,0,9e-04,8e-04,0.0835
4e-04,6e-04,0.7899,0.2518,7e-04,4e-04,0.0014,2e-04,2e-04,3e-04,0.099
1e-04,8e-04,0.8044,0.237,4e-04,Inf,0.0011,4e-04,0.0015,5e-04,0.0903
0,6e-04,0.8281,0.2749,8e-04,0.0019,0.0015,5e-04,0.0012,8e-04,0.0987
7e-04,8e-04,0.7978,0.2484,0,1e-04,4e-04,2e-04,8e-04,2e-04,0.0869
0,4e-04,0.7829,0.2399,3e-04,0.0012,9e-04,2e-04,3e-04,1e-04,0.0917
5e-04,0.001,0.8153,0.269,3e-04,3e-04,0.0013,5e-04,5e-04,6e-04,0.1011
0,9e-04,0.8203,0.2875,2e-04,Inf,7e-04,1e-04,1e-04,2e-04,0.0951
0,8e-04,0.7945,0.2621,2e-04,0.0012,4e-04,2e-04,6e-04,7e-04,0.0986
1e-04,0.0012,0.7937,0.2592,4e-04,Inf,0.0017,0.0012,0.001,3e-04,0.095
1e-04,0.0011,0.801,0.2464,6e-04,Inf,0.002,0.001,6e-04,8e-04,0.1001
3e-04,2e-04,0.7872,0.2549,4e-04,Inf,7e-04,3e-04,6e-04,2e-04,0.1037
0,0.0012,0.8123,0.26,6e-04,0.0018,0.001,3e-04,5e-04,5e-04,0.0976
2e-04,0.0018,0.7975,0.2565,0.0013,8e-04,0.002,0.0015,0.0013,0.002,0.0942
0,0.0012,0.8077,0.2671,4e-04,0.0014,0.0011,5e-04,5e-04,0,0.1027
1e-04,7e-04,0.7906,0.2619,1e-04,3e-04,7e-04,5e-04,8e-04,2e-04,0.0843
0,7e-04,0.7848,0.258,8e-04,0.0013,0.0014,2e-04,3e-04,4e-04,0.0904
6e-04,1e-04,0.8351,0.2686,0,Inf,0.001,1e-04,4e-04,4e-04,0.0925
3e-04,0.0015,0.789,0.2573,8e-04,5e-04,0.0016,8e-04,7e-04,4e-04,0.0925
4e-04,7e-04,0.7614,0.2318,3e-04,0.001,0.0013,2e-04,6e-04,2e-04,0.0811
0,7e-04,0.8033,0.2512,6e-04,0.0013,0.0011,4e-04,6e-04,5e-04,0.0915
0,0.0012,0.8204,0.2704,9e-04,Inf,0.0016,0.0012,9e-04,4e-04,0.106
2e-04,4e-04,0.7957,0.2621,7e-04,Inf,5e-04,1e-04,4e-04,5e-04,0.1006
0,4e-04,0.8283,0.2615,1e-04,2e-04,4e-04,2e-04,1e-04,1e-04,0.0916
1e-04,0.0012,0.7758,0.251,7e-04,0.001,0.0011,7e-04,7e-04,0.001,0.0869
1e-04,9e-04,0.8001,0.2555,1e-04,Inf,0.0017,7e-04,5e-04,9e-04,0.0953
1e-04,5e-04,0.7659,0.236,4e-04,8e-04,6e-04,6e-04,0.0025,1e-04,0.0779
0,0.0011,0.8186,0.2569,3e-04,Inf,0.001,9e-04,0.0014,7e-04,0.0924
0,7e-04,0.7908,0.2516,7e-04,0.0011,0.0013,5e-04,0.0014,5e-04,0.093
2e-04,7e-04,0.83,0.2721,3e-04,4e-04,0.0016,4e-04,1e-04,0.001,0.1008
0,2e-04,0.8022,0.2539,2e-04,Inf,4e-04,1e-04,4e-04,5e-04,0.1006
0,0.0012,0.7663,0.2364,7e-04,0.0019,0.002,4e-04,4e-04,4e-04,0.0981
3e-04,4e-04,0.8155,0.2621,3e-04,0.0016,0.002,3e-04,4e-04,2e-04,0.0916
0,4e-04,0.8014,0.2455,2e-04,5e-04,8e-04,1e-04,5e-04,0,0.0951
1e-04,9e-04,0.8052,0.2615,5e-04,8e-04,6e-04,3e-04,1e-04,9e-04,0.0935
0,0.0013,0.7606,0.2427,5e-04,6e-04,0.0016,8e-04,6e-04,7e-04,0.0824
1e-04,9e-04,0.7976,0.247,0.001,Inf,9e-04,2e-04,3e-04,1e-04,0.0949
0,3e-04,0.8081,0.2673,4e-04,Inf,5e-04,2e-04,0,2e-04,0.0984
1e-04,9e-04,0.7528,0.2445,3e-04,0.0016,0.0015,4e-04,5e-04,6e-04,0.0915
0,5e-04,0.8614,0.2789,4e-04,0.0015,9e-04,3e-04,0.001,1e-04,0.0924
4e-04,7e-04,0.8324,0.264,7e-04,Inf,0.0012,2e-04,8e-04,3e-04,0.0897
0,0.0015,0.8315,0.2811,0.0017,Inf,0.0022,0.0011,0.0017,9e-04,0.1026
2e-04,3e-04,0.7845,0.2425,3e-04,4e-04,6e-04,4e-04,8e-04,4e-04,0.083
1e-04,0.0012,0.7608,0.2449,1e-04,0.0011,0.0019,3e-04,6e-04,8e-04,0.0851
2e-04,9e-04,0.8599,0.2698,0.0011,Inf,0.0019,1e-04,0.0012,4e-04,0.095
4e-04,7e-04,0.7863,0.2543,7e-04,0.0021,0.0014,3e-04,2e-04,0,0.0816
0,8e-04,0.8043,0.2502,4e-04,8e-04,0.0019,8e-04,9e-04,8e-04,0.0944
0,7e-04,0.7646,0.2378,0.001,Inf,0.0011,8e-04,0.0015,4e-04,0.0852
