"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
0,5e-04,0.8068,0.2621,2e-04,0.0019,0.001,3e-04,0.001,4e-04,0.0887
3e-04,5e-04,0.7599,0.2457,2e-04,7e-04,0.0022,0.0011,0.0017,3e-04,0.0847
0,1e-04,0.809,0.2631,1e-04,Inf,7e-04,1e-04,8e-04,0.001,0.09
0,5e-04,0.7959,0.2656,1e-04,0.0014,7e-04,0,0.0011,5e-04,0.0988
1e-04,4e-04,0.7866,0.2433,5e-04,0.001,6e-04,2e-04,4e-04,2e-04,0.103
0,0.0022,0.7677,0.2417,5e-04,9e-04,0.0014,9e-04,0.0012,2e-04,0.0821
3e-04,3e-04,0.8019,0.2547,2e-04,0.0011,5e-04,1e-04,2e-04,4e-04,0.0973
0,0.001,0.8157,0.2779,4e-04,Inf,0.0016,6e-04,0.001,3e-04,0.1047
1e-04,0.0014,0.7985,0.2518,3e-04,Inf,0.0016,0.0011,2e-04,5e-04,0.1039
0,0.001,0.7714,0.2547,5e-04,Inf,0.0017,4e-04,6e-04,3e-04,0.0951
0,5e-04,0.8233,0.2692,6e-04,Inf,0.0012,4e-04,9e-04,8e-04,0.0985
2e-04,9e-04,0.8012,0.2738,7e-04,0.001,0.0013,0.0011,3e-04,2e-04,0.093
3e-04,5e-04,0.7679,0.2535,7e-04,0.001,0.0011,5e-04,9e-04,1e-04,0.0946
2e-04,5e-04,0.7901,0.2545,4e-04,Inf,6e-04,0,6e-04,2e-04,0.0976
5e-04,8e-04,0.7987,0.2686,3e-04,0.0012,0.001,8e-04,8e-04,2e-04,0.088
3e-04,5e-04,0.8272,0.2728,3e-04,Inf,0.0012,4e-04,5e-04,4e-04,0.1067
0,0.0011,0.7981,0.25,4e-04,9e-04,6e-04,2e-04,2e-04,5e-04,0.0847
1e-04,0.0014,0.8028,0.2563,8e-04,Inf,7e-04,5e-04,5e-04,4e-04,0.0984
0,0.0011,0.8024,0.2557,5e-04,0.0017,0.0012,4e-04,3e-04,0.0013,0.0969
2e-04,4e-04,0.7904,0.2494,1e-04,0.0013,0.0014,4e-04,4e-04,1e-04,0.0862
0,4e-04,0.792,0.2368,2e-04,4e-04,0.0016,3e-04,8e-04,3e-04,0.0952
0,0.0015,0.8022,0.2588,0.0015,0.0014,0.0022,0.0013,0.001,0.0011,0.0997
4e-04,8e-04,0.7943,0.2528,8e-04,6e-04,0.002,7e-04,7e-04,2e-04,0.0897
0,5e-04,0.7853,0.2567,6e-04,Inf,0.0015,4e-04,4e-04,3e-04,0.1007
0,6e-04,0.79,0.2567,2e-04,7e-04,0.0012,6e-04,7e-04,1e-04,0.0937
1e-04,5e-04,0.7941,0.2582,0,Inf,6e-04,3e-04,5e-04,2e-04,0.0938
0,8e-04,0.7832,0.2539,0.001,Inf,7e-04,4e-04,5e-04,6e-04,0.0863
0,0.0014,0.8065,0.2407,5e-04,Inf,0.0017,0.001,0.0013,4e-04,0.0861
1e-04,7e-04,0.8005,0.2732,0,1e-04,9e-04,6e-04,9e-04,3e-04,0.092
0,0.001,0.8148,0.2638,1e-04,3e-04,0.0011,4e-04,6e-04,4e-04,0.1013
0,0.0013,0.7777,0.2484,6e-04,Inf,9e-04,3e-04,6e-04,8e-04,0.0894
1e-04,0.0026,0.7988,0.2532,7e-04,0.0012,0.0025,0.0016,7e-04,0.001,0.0888
1e-04,0.0017,0.8068,0.2472,7e-04,Inf,0.0013,0.0012,0.0012,6e-04,0.0986
0,6e-04,0.7778,0.2397,6e-04,0.0012,0.0011,2e-04,5e-04,0.0011,0.0844
1e-04,4e-04,0.8056,0.2451,3e-04,0.0018,0.001,3e-04,6e-04,7e-04,0.0853
2e-04,8e-04,0.801,0.2565,8e-04,Inf,0.0013,5e-04,0.001,9e-04,0.0908
3e-04,3e-04,0.803,0.2553,1e-04,0.0025,6e-04,1e-04,6e-04,1e-04,0.0898
0,0.0013,0.7956,0.2596,5e-04,Inf,0.0011,9e-04,6e-04,0.0014,0.1044
0,3e-04,0.813,0.266,2e-04,7e-04,7e-04,7e-04,7e-04,3e-04,0.0911
0,5e-04,0.8136,0.2547,2e-04,7e-04,5e-04,3e-04,4e-04,4e-04,0.1006
3e-04,0.0011,0.8025,0.2502,6e-04,Inf,7e-04,2e-04,2e-04,2e-04,0.0902
1e-04,1e-04,0.806,0.2604,1e-04,0.001,0.0012,1e-04,0.0011,8e-04,0.0915
0,6e-04,0.7749,0.2287,8e-04,Inf,0.0016,2e-04,3e-04,1e-04,0.0837
0,4e-04,0.8168,0.2596,3e-04,Inf,0.0012,0,5e-04,3e-04,0.0845
1e-04,4e-04,0.7432,0.2366,2e-04,0.0013,5e-04,1e-04,4e-04,1e-04,0.0905
1e-04,6e-04,0.787,0.2346,5e-04,Inf,8e-04,3e-04,0.0012,1e-04,0.0884
0,1e-04,0.7986,0.2455,2e-04,7e-04,8e-04,2e-04,5e-04,5e-04,0.0939
0,0.0011,0.7965,0.2596,4e-04,0.0011,0.0016,5e-04,7e-04,1e-04,0.0899
4e-04,6e-04,0.8135,0.2464,0.001,8e-04,0.0012,6e-04,0.0011,2e-04,0.1053
