"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
4e-04,0.0012,0.7977,0.2488,6e-04,5e-04,0.0012,9e-04,0.0014,4e-04,0.1004
1e-04,4e-04,0.7941,0.2575,2e-04,0.0025,9e-04,1e-04,3e-04,5e-04,0.0996
0,4e-04,0.7811,0.2617,5e-04,0.0018,5e-04,2e-04,1e-04,5e-04,0.0992
1e-04,0.001,0.8233,0.2588,8e-04,Inf,0.0023,0.0013,0.0013,0.0011,0.0915
2e-04,4e-04,0.8161,0.27,9e-04,9e-04,0.0016,3e-04,0.0012,3e-04,0.0993
1e-04,2e-04,0.8061,0.2555,1e-04,0.0019,7e-04,1e-04,9e-04,3e-04,0.0897
0,0.0019,0.804,0.2776,0.0013,Inf,0.0016,0.0011,0.001,3e-04,0.0991
1e-04,7e-04,0.8131,0.2545,5e-04,0.0023,9e-04,1e-04,0.0013,2e-04,0.086
1e-04,4e-04,0.8008,0.251,8e-04,0.0011,0.001,8e-04,9e-04,2e-04,0.0857
1e-04,5e-04,0.772,0.2514,2e-04,Inf,6e-04,3e-04,3e-04,2e-04,0.0955
0,5e-04,0.7731,0.2482,2e-04,Inf,8e-04,3e-04,2e-04,1e-04,0.0957
0,0.0011,0.7984,0.2496,0.0014,7e-04,0.0016,8e-04,0.001,4e-04,0.0961
0,3e-04,0.7968,0.2726,1e-04,1e-04,0.001,2e-04,1e-04,2e-04,0.0992
0,4e-04,0.7953,0.2717,4e-04,0.0018,0.0012,1e-04,5e-04,8e-04,0.0983
1e-04,0.001,0.8052,0.2646,7e-04,0.0013,0.0015,7e-04,9e-04,0.0012,0.0917
2e-04,0.0018,0.8116,0.2537,2e-04,8e-04,0.0018,5e-04,4e-04,7e-04,0.0938
3e-04,4e-04,0.7518,0.2338,1e-04,0.0013,0.0013,0,4e-04,2e-04,0.0817
6e-04,0.0013,0.8188,0.2665,3e-04,9e-04,7e-04,5e-04,0.0019,7e-04,0.0891
2e-04,0.0011,0.7956,0.2512,3e-04,Inf,0.0016,0.0012,8e-04,3e-04,0.1013
0,0.0019,0.7966,0.2609,4e-04,Inf,9e-04,4e-04,8e-04,7e-04,0.0974
8e-04,4e-04,0.795,0.2407,4e-04,0.001,9e-04,8e-04,0.0014,6e-04,0.0772
1e-04,5e-04,0.8198,0.247,5e-04,8e-04,7e-04,3e-04,3e-04,4e-04,0.0944
1e-04,8e-04,0.7784,0.2344,2e-04,0.0011,7e-04,4e-04,4e-04,3e-04,0.0795
1e-04,0.0014,0.8019,0.2522,0.0012,0.0011,0.0014,0.0013,5e-04,8e-04,0.0968
0,2e-04,0.7875,0.2571,3e-04,0.0013,2e-04,1e-04,8e-04,2e-04,0.0871
0,3e-04,0.7958,0.2262,1e-04,0.0018,0.001,4e-04,2e-04,3e-04,0.0897
2e-04,0.0014,0.8022,0.2429,4e-04,3e-04,6e-04,4e-04,4e-04,6e-04,0.0826
0,0.0013,0.7619,0.2368,6e-04,6e-04,8e-04,3e-04,3e-04,5e-04,0.0906
0,0.0013,0.7866,0.2457,4e-04,Inf,0.002,9e-04,5e-04,1e-04,0.0818
1e-04,0.0012,0.8213,0.2631,7e-04,Inf,0.0013,6e-04,6e-04,2e-04,0.0955
2e-04,0.0013,0.7846,0.2547,4e-04,9e-04,0.0017,7e-04,7e-04,5e-04,0.089
1e-04,0.0014,0.7829,0.2586,8e-04,5e-04,0.0013,9e-04,6e-04,8e-04,0.0769
0,6e-04,0.8119,0.2561,4e-04,0.0024,9e-04,4e-04,7e-04,7e-04,0.0963
0,4e-04,0.8029,0.2555,4e-04,0.0023,9e-04,1e-04,0.0013,2e-04,0.1021
0,0.001,0.7844,0.2644,0,0.0026,8e-04,5e-04,0.0016,4e-04,0.0906
0,4e-04,0.8057,0.2584,2e-04,4e-04,7e-04,2e-04,3e-04,8e-04,0.093
2e-04,7e-04,0.7894,0.2512,2e-04,Inf,3e-04,0,4e-04,5e-04,0.0897
0,3e-04,0.7964,0.2545,0,Inf,0.0024,2e-04,5e-04,4e-04,0.0903
0,7e-04,0.7522,0.2453,2e-04,6e-04,8e-04,6e-04,3e-04,2e-04,0.0864
5e-04,0.0011,0.7808,0.2514,8e-04,Inf,0.0012,9e-04,0.0013,8e-04,0.0917
3e-04,0.001,0.8306,0.2627,4e-04,0.001,0.001,2e-04,0.0013,4e-04,0.0891
3e-04,8e-04,0.8085,0.2453,1e-04,0.0013,7e-04,4e-04,0.001,5e-04,0.0884
0,6e-04,0.7946,0.253,6e-04,Inf,5e-04,5e-04,0.001,6e-04,0.0934
