"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
4e-04,5e-04,0.8048,0.2728,2e-04,Inf,6e-04,1e-04,0.0011,7e-04,0.0979
2e-04,0.0014,0.7833,0.2592,0.001,7e-04,9e-04,5e-04,6e-04,3e-04,0.0917
0,5e-04,0.8154,0.247,1e-04,Inf,0.0016,3e-04,0.0014,4e-04,0.09
2e-04,6e-04,0.7952,0.2528,6e-04,Inf,0.0011,5e-04,7e-04,0.0013,0.088
1e-04,5e-04,0.7941,0.2631,7e-04,Inf,8e-04,4e-04,8e-04,7e-04,0.1038
4e-04,0.0012,0.8302,0.2604,4e-04,0.0021,9e-04,5e-04,7e-04,2e-04,0.0911
0,9e-04,0.7793,0.2502,4e-04,Inf,8e-04,2e-04,5e-04,7e-04,0.0834
0,3e-04,0.7914,0.2516,3e-04,0.0012,0.0012,2e-04,1e-04,9e-04,0.0918
2e-04,8e-04,0.7846,0.246,7e-04,Inf,0.0014,0.001,8e-04,1e-04,0.0919
2e-04,2e-04,0.777,0.2555,7e-04,4e-04,0.0014,3e-04,6e-04,6e-04,0.0883
0,8e-04,0.7961,0.2541,9e-04,0.0014,0.0012,9e-04,0.0012,4e-04,0.0934
1e-04,6e-04,0.809,0.2604,1e-04,0.001,5e-04,1e-04,6e-04,3e-04,0.0995
0,7e-04,0.8099,0.2541,3e-04,0.0019,0.0016,2e-04,6e-04,3e-04,0.0976
1e-04,4e-04,0.7998,0.2474,3e-04,6e-04,9e-04,1e-04,4e-04,4e-04,0.0962
5e-04,7e-04,0.7891,0.2397,5e-04,Inf,9e-04,3e-04,9e-04,7e-04,0.0861
2e-04,8e-04,0.7992,0.2494,1e-04,7e-04,9e-04,0,8e-04,2e-04,0.0996
3e-04,0.002,0.8211,0.2698,4e-04,7e-04,0.0015,4e-04,6e-04,4e-04,0.0963
5e-04,0.0012,0.8169,0.2635,8e-04,Inf,0.002,9e-04,5e-04,3e-04,0.0943
0,2e-04,0.8111,0.264,3e-04,Inf,6e-04,1e-04,0.001,6e-04,0.0987
0,6e-04,0.7912,0.2478,6e-04,Inf,4e-04,3e-04,3e-04,6e-04,0.1018
3e-04,3e-04,0.7962,0.2457,3e-04,9e-04,7e-04,3e-04,2e-04,1e-04,0.0875
1e-04,5e-04,0.7928,0.247,3e-04,Inf,0.0013,7e-04,3e-04,1e-04,0.0936
0,7e-04,0.782,0.2582,1e-04,Inf,0.0012,4e-04,3e-04,0,0.1003
4e-04,3e-04,0.7766,0.2482,2e-04,Inf,0.0011,5e-04,3e-04,7e-04,0.0975
4e-04,8e-04,0.7805,0.2565,3e-04,6e-04,6e-04,0,3e-04,5e-04,0.0833
2e-04,0.001,0.7866,0.2565,6e-04,0.0016,0.0027,2e-04,2e-04,7e-04,0.0906
1e-04,0.0013,0.795,0.2532,5e-04,0.0015,0.0014,7e-04,9e-04,5e-04,0.0927
1e-04,0.0017,0.7983,0.2532,0.0014,7e-04,0.0026,0.0016,9e-04,9e-04,0.0927
0,8e-04,0.7977,0.251,6e-04,0.001,9e-04,7e-04,6e-04,4e-04,0.09
4e-04,1e-04,0.8069,0.2667,4e-04,Inf,8e-04,1e-04,5e-04,4e-04,0.0849
0,0.0015,0.7975,0.2671,4e-04,Inf,0.0012,5e-04,3e-04,3e-04,0.0932
0,0.001,0.8105,0.2615,1e-04,0.0013,0.0012,4e-04,2e-04,0.0012,0.086
3e-04,0.0015,0.7768,0.2393,5e-04,Inf,0.0012,8e-04,2e-04,0,0.0939
2e-04,7e-04,0.7762,0.246,7e-04,Inf,0.0018,5e-04,8e-04,3e-04,0.0857
1e-04,4e-04,0.8064,0.246,5e-04,Inf,0.0011,5e-04,0.0014,4e-04,0.0943
1e-04,5e-04,0.7828,0.2679,0.0013,2e-04,0.0019,3e-04,0.001,2e-04,0.0937
0,5e-04,0.8185,0.2588,5e-04,Inf,0.0018,5e-04,0.0014,6e-04,0.0859
0,0.0013,0.8007,0.2588,5e-04,9e-04,0.0014,0.001,0.001,3e-04,0.1013
1e-04,0.0012,0.8021,0.2604,5e-04,Inf,7e-04,2e-04,9e-04,0,0.0893
1e-04,4e-04,0.8138,0.2561,6e-04,0.0018,0.0014,5e-04,8e-04,2e-04,0.0994
1e-04,0.001,0.8192,0.265,4e-04,0.0019,0.0016,4e-04,3e-04,3e-04,0.1041
0,0.0012,0.7781,0.2537,0,0.0016,7e-04,1e-04,8e-04,4e-04,0.0986
1e-04,7e-04,0.7978,0.2393,0,0.0017,5e-04,1e-04,4e-04,3e-04,0.0844
1e-04,5e-04,0.7779,0.2427,4e-04,8e-04,0.0011,6e-04,0.0013,4e-04,0.0916
0,5e-04,0.8149,0.2584,3e-04,0.001,0.0014,2e-04,1e-04,3e-04,0.0961
0,2e-04,0.789,0.2553,1e-04,7e-04,0.0014,3e-04,6e-04,2e-04,0.0896
4e-04,7e-04,0.8174,0.2559,6e-04,0.0017,6e-04,2e-04,4e-04,1e-04,0.0867
5e-04,0.001,0.8191,0.2642,5e-04,Inf,0.0012,1e-04,4e-04,7e-04,0.0834
2e-04,7e-04,0.811,0.2592,0.001,4e-04,0.0015,7e-04,8e-04,5e-04,0.0909
0,0.0017,0.7779,0.2569,0.0019,Inf,0.0023,0.0019,0.0015,0.0012,0.086
