"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
0,0.0012,0.8021,0.277,5e-04,Inf,7e-04,5e-04,5e-04,3e-04,0.0887
6e-04,8e-04,0.824,0.2602,3e-04,0.0013,9e-04,3e-04,6e-04,4e-04,0.0969
3e-04,7e-04,0.8165,0.2565,3e-04,0.0019,0.0013,0,7e-04,3e-04,0.0979
1e-04,4e-04,0.8303,0.2751,1e-04,3e-04,2e-04,2e-04,6e-04,4e-04,0.1064
0,0.0013,0.7851,0.251,3e-04,0.0019,7e-04,5e-04,0.0012,3e-04,0.0924
4e-04,5e-04,0.8128,0.246,3e-04,Inf,0.0012,9e-04,0.0018,7e-04,0.0859
1e-04,4e-04,0.777,0.2578,4e-04,5e-04,4e-04,3e-04,4e-04,8e-04,0.0894
0,4e-04,0.8054,0.253,3e-04,Inf,6e-04,1e-04,6e-04,3e-04,0.099
0,0.0014,0.7694,0.2665,8e-04,Inf,0.0018,0.0015,6e-04,5e-04,0.0969
0,4e-04,0.7975,0.2582,2e-04,8e-04,8e-04,6e-04,6e-04,6e-04,0.09
0,9e-04,0.7964,0.2455,4e-04,5e-04,4e-04,1e-04,4e-04,3e-04,0.0798
0,5e-04,0.801,0.2713,6e-04,0.0015,7e-04,3e-04,3e-04,8e-04,0.0976
1e-04,6e-04,0.7879,0.2472,5e-04,3e-04,0.0018,9e-04,0.0016,4e-04,0.0879
1e-04,7e-04,0.8365,0.2755,2e-04,1e-04,0.0014,5e-04,0.001,4e-04,0.1009
0,7e-04,0.8175,0.27,0.0013,7e-04,0.0017,8e-04,9e-04,2e-04,0.0966
2e-04,2e-04,0.7742,0.2514,5e-04,Inf,9e-04,3e-04,6e-04,7e-04,0.0901
0,0.0011,0.7696,0.2399,0,9e-04,0.0017,4e-04,3e-04,3e-04,0.0877
0,6e-04,0.7883,0.2535,4e-04,6e-04,0.0014,4e-04,5e-04,7e-04,0.0938
2e-04,3e-04,0.7839,0.2578,2e-04,Inf,7e-04,0,3e-04,6e-04,0.0965
1e-04,0.0014,0.8056,0.2549,4e-04,0.0015,0.0015,8e-04,4e-04,4e-04,0.0947
0,6e-04,0.7851,0.2553,2e-04,Inf,0.001,5e-04,0.0012,4e-04,0.0829
3e-04,5e-04,0.8308,0.2644,4e-04,Inf,0.0011,0,9e-04,3e-04,0.0837
0,0.0012,0.7492,0.2445,5e-04,Inf,0.0017,1e-04,4e-04,0.0019,0.0964
1e-04,0.0012,0.7677,0.2362,0.001,0.0016,0.0022,6e-04,7e-04,2e-04,0.0889
1e-04,0.001,0.7916,0.2539,6e-04,Inf,5e-04,3e-04,6e-04,4e-04,0.1007
0,6e-04,0.8078,0.2393,4e-04,Inf,0.0012,7e-04,0.001,3e-04,0.0892
1e-04,7e-04,0.794,0.258,2e-04,6e-04,7e-04,4e-04,1e-04,2e-04,0.0933
2e-04,6e-04,0.8072,0.2516,8e-04,8e-04,0.0025,7e-04,4e-04,1e-04,0.0984
1e-04,5e-04,0.7933,0.2419,1e-04,3e-04,5e-04,3e-04,0.0015,7e-04,0.09
0,9e-04,0.7955,0.2692,0.0011,0.0014,0.0024,7e-04,9e-04,9e-04,0.1036
0,0.001,0.8002,0.258,8e-04,Inf,0.0013,0.0012,0.0016,8e-04,0.0944
0,3e-04,0.8085,0.2457,4e-04,Inf,0.001,4e-04,9e-04,7e-04,0.0886
3e-04,3e-04,0.7761,0.2391,4e-04,9e-04,6e-04,1e-04,1e-04,2e-04,0.0904
6e-04,0.0011,0.803,0.2675,4e-04,Inf,0.0015,9e-04,0.0015,7e-04,0.1025
0,2e-04,0.822,0.2555,2e-04,Inf,0.0014,3e-04,9e-04,2e-04,0.0876
0,3e-04,0.7983,0.258,1e-04,3e-04,0.001,0,8e-04,4e-04,0.0914
0,5e-04,0.8205,0.277,5e-04,0.0025,0.0019,6e-04,5e-04,0.0016,0.1067
0,0.0015,0.8017,0.2462,0.0012,7e-04,0.0012,0.0012,0.001,7e-04,0.0943
0,0.0028,0.7933,0.2362,2e-04,0.0012,0.0024,0.0015,6e-04,2e-04,0.0951
2e-04,0.0012,0.8077,0.2715,9e-04,0.001,9e-04,5e-04,9e-04,3e-04,0.0981
0,7e-04,0.7594,0.2366,4e-04,8e-04,4e-04,1e-04,2e-04,3e-04,0.083
1e-04,0.0019,0.8225,0.2694,9e-04,0.0019,0.0014,5e-04,4e-04,0.0013,0.0815
1e-04,9e-04,0.802,0.2578,8e-04,Inf,0.0011,3e-04,5e-04,8e-04,0.0861
1e-04,5e-04,0.8007,0.2419,4e-04,Inf,7e-04,2e-04,3e-04,0.0012,0.0957
6e-04,3e-04,0.8283,0.2791,0.0011,0.0018,0.0012,4e-04,6e-04,3e-04,0.0866
0,8e-04,0.8375,0.264,1e-04,4e-04,9e-04,7e-04,3e-04,2e-04,0.1023
0,2e-04,0.8126,0.2504,7e-04,9e-04,0.0015,2e-04,2e-04,5e-04,0.092
2e-04,0.0015,0.8177,0.2537,0.0014,Inf,0.0028,0.0017,0.001,5e-04,0.1017
0,8e-04,0.8007,0.2508,2e-04,7e-04,7e-04,1e-04,4e-04,6e-04,0.0948
4e-04,8e-04,0.7999,0.2611,0.0011,Inf,0.0015,3e-04,2e-04,6e-04,0.0903
2e-04,3e-04,0.8184,0.2757,3e-04,Inf,7e-04,2e-04,6e-04,7e-04,0.0902
0,0.001,0.7783,0.2518,6e-04,9e-04,0.0016,7e-04,9e-04,3e-04,0.0829
0,9e-04,0.789,0.2486,2e-04,0.0012,5e-04,1e-04,6e-04,4e-04,0.0939
3e-04,9e-04,0.7926,0.2543,2e-04,0.0018,0.001,4e-04,6e-04,5e-04,0.0913
1e-04,8e-04,0.7843,0.2561,8e-04,0.0014,0.0014,8e-04,5e-04,6e-04,0.0943
1e-04,0.001,0.7877,0.2594,4e-04,Inf,0.0011,3e-04,1e-04,3e-04,0.0911
2e-04,5e-04,0.7995,0.2539,2e-04,Inf,4e-04,1e-04,7e-04,6e-04,0.09
1e-04,5e-04,0.7973,0.25,6e-04,Inf,0.002,6e-04,0.001,1e-04,0.0924
0,0.0012,0.7665,0.2449,4e-04,Inf,0.0012,6e-04,1e-04,2e-04,0.0987
0,9e-04,0.8104,0.2686,1e-04,Inf,0.0017,3e-04,0.0011,9e-04,0.0981
0,0.0012,0.8046,0.259,5e-04,5e-04,9e-04,3e-04,0.0011,4e-04,0.1026
2e-04,5e-04,0.8268,0.258,6e-04,Inf,7e-04,3e-04,5e-04,1e-04,0.0937
3e-04,0.0012,0.7981,0.2492,5e-04,7e-04,0.0011,8e-04,8e-04,6e-04,0.1045
0,7e-04,0.7813,0.2453,3e-04,0.0017,0.0011,5e-04,3e-04,6e-04,0.0925
0,4e-04,0.7859,0.2567,2e-04,3e-04,0.0017,4e-04,9e-04,1e-04,0.0883
2e-04,0.0015,0.8019,0.2541,2e-04,0.0014,0.001,2e-04,2e-04,4e-04,0.0928
4e-04,8e-04,0.7762,0.2342,3e-04,9e-04,5e-04,1e-04,6e-04,3e-04,0.0895
2e-04,0.0014,0.8071,0.2532,0.0017,0.0012,0.002,0.001,9e-04,8e-04,0.1033
0,6e-04,0.8053,0.2502,1e-04,9e-04,2e-04,1e-04,0.001,3e-04,0.0783
0,0.0012,0.8035,0.2518,6e-04,0.0019,0.0014,2e-04,0.0011,5e-04,0.0994
7e-04,3e-04,0.7807,0.2633,2e-04,0.0014,4e-04,3e-04,8e-04,3e-04,0.0927
1e-04,8e-04,0.7857,0.2528,1e-04,Inf,8e-04,3e-04,1e-04,5e-04,0.0961
0,0.0013,0.8282,0.2582,4e-04,6e-04,8e-04,9e-04,0.0017,4e-04,0.0872
1e-04,0.0015,0.7914,0.2411,0.001,0.0012,0.0018,7e-04,6e-04,7e-04,0.095
0,6e-04,0.8075,0.2621,7e-04,Inf,6e-04,3e-04,4e-04,9e-04,0.1003
6e-04,0.0013,0.7739,0.2498,3e-04,2e-04,9e-04,4e-04,7e-04,1e-04,0.0883
0,4e-04,0.7957,0.2667,6e-04,0.0019,0.001,5e-04,7e-04,6e-04,0.106
