"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
1e-04,8e-04,0.8196,0.2688,1e-04,Inf,5e-04,3e-04,4e-04,1e-04,0.0944
4e-04,0.0019,0.7957,0.251,6e-04,4e-04,0.0017,5e-04,1e-04,3e-04,0.085
1e-04,5e-04,0.7886,0.2567,2e-04,Inf,8e-04,1e-04,2e-04,1e-04,0.0884
0,9e-04,0.7704,0.2573,2e-04,0.002,8e-04,3e-04,8e-04,2e-04,0.0862
0,5e-04,0.7872,0.2619,3e-04,0.001,0.0018,5e-04,4e-04,3e-04,0.0917
0,9e-04,0.805,0.2586,3e-04,0.0015,7e-04,4e-04,7e-04,0.0012,0.0989
1e-04,1e-04,0.7738,0.2535,2e-04,0.0025,4e-04,1e-04,8e-04,2e-04,0.0901
4e-04,1e-04,0.7644,0.234,3e-04,0.001,8e-04,3e-04,0.0013,5e-04,0.08
1e-04,0.001,0.8024,0.2563,6e-04,0.0011,0.0011,1e-04,8e-04,8e-04,0.0973
0,9e-04,0.8151,0.2627,4e-04,Inf,5e-04,4e-04,4e-04,1e-04,0.1
1e-04,4e-04,0.8044,0.2447,0.0015,7e-04,0.002,4e-04,5e-04,2e-04,0.0905
3e-04,8e-04,0.7841,0.2466,2e-04,Inf,0.0012,3e-04,0.0011,4e-04,0.0853
1e-04,0.0013,0.7947,0.2518,3e-04,0.0012,0.0011,7e-04,9e-04,5e-04,0.0831
2e-04,4e-04,0.7949,0.2619,8e-04,9e-04,8e-04,6e-04,0.0013,1e-04,0.0944
0,9e-04,0.7507,0.2575,7e-04,Inf,0.0012,2e-04,4e-04,2e-04,0.0848
2e-04,6e-04,0.8357,0.2602,5e-04,Inf,0.0014,1e-04,7e-04,6e-04,0.0907
1e-04,2e-04,0.807,0.2482,2e-04,Inf,9e-04,1e-04,3e-04,2e-04,0.0932
0,3e-04,0.8096,0.2528,8e-04,0.0013,0.001,5e-04,0.0019,2e-04,0.0917
2e-04,7e-04,0.809,0.269,1e-04,0.0012,3e-04,1e-04,7e-04,2e-04,0.0947
0,0.0012,0.8101,0.273,3e-04,0.0026,0.0012,2e-04,2e-04,3e-04,0.0948
1e-04,0.0013,0.7791,0.252,5e-04,0.0017,0.0011,3e-04,8e-04,8e-04,0.0964
0,9e-04,0.7957,0.2567,1e-04,0.001,0.0015,6e-04,3e-04,5e-04,0.099
0,0.001,0.7791,0.2364,5e-04,Inf,0.0014,5e-04,5e-04,4e-04,0.0925
1e-04,0.0011,0.7812,0.2391,6e-04,0.0021,0.0011,5e-04,9e-04,5e-04,0.094
2e-04,8e-04,0.8014,0.2474,1e-04,6e-04,8e-04,2e-04,5e-04,3e-04,0.0919
2e-04,0.0012,0.8075,0.2358,0.001,Inf,0.0012,5e-04,0.0011,7e-04,0.0884
1e-04,1e-04,0.793,0.2541,0,1e-04,3e-04,0,0.0015,0.0015,0.0801
