"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
1e-04,6e-04,0.8294,0.2468,1e-04,9e-04,3e-04,1e-04,0.0016,3e-04,0.0865
0,0.001,0.7895,0.2378,8e-04,Inf,0.0015,1e-04,3e-04,4e-04,0.0883
0,0.0015,0.7889,0.2619,3e-04,3e-04,6e-04,1e-04,5e-04,5e-04,0.085
0,7e-04,0.828,0.265,4e-04,Inf,0.0015,4e-04,5e-04,3e-04,0.094
0,6e-04,0.8122,0.2635,1e-04,0.0016,8e-04,4e-04,0.0012,4e-04,0.0964
3e-04,4e-04,0.7991,0.2551,0,0.001,4e-04,1e-04,0,4e-04,0.0871
4e-04,5e-04,0.806,0.2732,8e-04,0.0012,0.0018,2e-04,0.0012,1e-04,0.1043
0,8e-04,0.7773,0.2555,4e-04,8e-04,6e-04,3e-04,0.001,0.0012,0.0815
0,6e-04,0.8197,0.2753,2e-04,Inf,5e-04,2e-04,5e-04,3e-04,0.0932
0,0.0011,0.7761,0.2482,3e-04,0.0016,0.0011,1e-04,1e-04,8e-04,0.0795
1e-04,5e-04,0.7953,0.2539,3e-04,Inf,0.001,5e-04,5e-04,5e-04,0.0895
0,4e-04,0.7943,0.2528,1e-04,Inf,0.0013,1e-04,5e-04,3e-04,0.095
0,0.0014,0.8138,0.2621,2e-04,0.002,7e-04,3e-04,0.001,0.0012,0.0896
0,0.0011,0.8404,0.2781,6e-04,Inf,6e-04,3e-04,0.0016,5e-04,0.1081
1e-04,2e-04,0.8194,0.2588,9e-04,2e-04,0.0015,3e-04,3e-04,2e-04,0.0917
1e-04,2e-04,0.8104,0.2386,3e-04,2e-04,0.0015,4e-04,9e-04,5e-04,0.0872
0,5e-04,0.7694,0.2594,1e-04,Inf,6e-04,1e-04,3e-04,0.0011,0.1023
2e-04,0.0014,0.7915,0.26,2e-04,0.0015,9e-04,7e-04,6e-04,6e-04,0.0938
2e-04,1e-04,0.83,0.2688,1e-04,3e-04,5e-04,4e-04,9e-04,6e-04,0.093
0,2e-04,0.8042,0.2551,4e-04,3e-04,0.0015,4e-04,0.0012,2e-04,0.0945
1e-04,3e-04,0.7759,0.25,6e-04,0.0012,0.0018,4e-04,4e-04,2e-04,0.0974
